match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,0.1,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,0.2,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,0.3,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,0.4,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,0.5,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,1,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,0.6,New Zealand,Australia,MS Sinclair,MH Richardson,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,1.1,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,1.2,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,1,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,1.3,New Zealand,Australia,MS Sinclair,MH Richardson,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,1.4,New Zealand,Australia,MS Sinclair,MH Richardson,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,1.5,New Zealand,Australia,MS Sinclair,MH Richardson,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,1.6,New Zealand,Australia,MS Sinclair,MH Richardson,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,2.1,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,2.2,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,2.3,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,2.4,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,3,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,2.5,New Zealand,Australia,MS Sinclair,MH Richardson,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,2.6,New Zealand,Australia,MS Sinclair,MH Richardson,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,3.1,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,3.2,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,3.3,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,1,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,3.4,New Zealand,Australia,MS Sinclair,MH Richardson,JN Gillespie,3,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,3.5,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,3.6,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,4.1,New Zealand,Australia,MS Sinclair,MH Richardson,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,4.2,New Zealand,Australia,MS Sinclair,MH Richardson,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,4.3,New Zealand,Australia,MS Sinclair,MH Richardson,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,4.4,New Zealand,Australia,MS Sinclair,MH Richardson,GD McGrath,1,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,4.5,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,4.6,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,1,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,5.1,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,2,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,5.2,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,5.3,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,5.4,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,5.5,New Zealand,Australia,MH Richardson,MS Sinclair,JN Gillespie,3,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,5.6,New Zealand,Australia,MS Sinclair,MH Richardson,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,6.1,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,6.2,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,6.3,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,6.4,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,6.5,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,6.6,New Zealand,Australia,MH Richardson,MS Sinclair,GD McGrath,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,7.1,New Zealand,Australia,MS Sinclair,MH Richardson,JN Gillespie,0,0,,,,,,,,,
64107,2004/05,2004-11-18,Brisbane Cricket Ground,1,7.2,New Zealand,Australia,MS Sinclair,MH Richardson,JN Gillespie,3,0,,,,,,,,,
