match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
722333,2014/15,2015-01-02,Newlands,1,0.1,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,0.2,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,0.3,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,0.4,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,0.5,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,0.6,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,1.1,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,1.2,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,1.3,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,1.4,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,1.5,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,1.6,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,2.1,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,2.2,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,2.3,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,1,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,2.4,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,2.5,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,2.6,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,3.1,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,1,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,3.2,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,3.3,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,3.4,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,3.5,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,3.6,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,1,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,4.1,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,4.2,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,4,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,4.3,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,4.4,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,4,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,4.5,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,4.6,West Indies,South Africa,DS Smith,KC Brathwaite,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,5.1,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,5.2,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,5.3,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,5.4,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,1,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,5.5,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,5.6,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,6.1,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,6.2,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,6.3,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,6.4,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,6.5,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,6.6,West Indies,South Africa,KC Brathwaite,DS Smith,DW Steyn,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,7.1,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,7.2,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,7.3,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,7.4,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,7.5,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,7.6,West Indies,South Africa,DS Smith,KC Brathwaite,VD Philander,1,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,8.1,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,8.2,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,8.3,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,8.4,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,8.5,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,4,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,8.6,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,2,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,9.1,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,9.2,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,9.3,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,9.4,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,4,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,9.5,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,9.6,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,10.1,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,10.2,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,10.3,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,10.4,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,10.5,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,10.6,West Indies,South Africa,DS Smith,KC Brathwaite,M Morkel,2,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,11.1,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,11.2,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,1,,1,,,,,,,
722333,2014/15,2015-01-02,Newlands,1,11.3,West Indies,South Africa,KC Brathwaite,DS Smith,VD Philander,0,0,,,,,,,,,
